autoqa_review_id,autoqa_rating_id,payment_id,team_id,payment_token_id,external_ticket_id,rating_category_id,rating_category_name,rating_scale_score,score,reviewee_internal_id
acc288a4-776d-4d7f-ac97-af0afe20c165,a045e74b-d409-45b8-a695-63bf09e3d240,10007,10040,1001883,149309300359157,71556,AutoReadability,1,50,25585
50e4a8ae-d8ca-4435-bfd3-97c00b1eb749,61acc43e-7738-4097-a5ce-2df0f57c7677,10007,11823,10195,149309300352438,49163,AutoEmpathy,1,100,10155
7fc51986-9960-47d7-b407-ff2f9f2e05e3,c7fe4cbe-51ca-487c-9c87-d7cffee1f196,10007,11823,10195,149309300348759,49162,AutoGreeting,1,100,25585
50e4a8ae-d8ca-4435-bfd3-97c00b1eb749,719b6a26-3bb8-43ed-bd0c-06fedc761593,10007,11823,10195,149309300352438,69856,Spelling & Grammar,4,100,10155
53a06ada-6365-4e31-a5c2-b3285ae691f3,a053ecc7-7c9b-4bfd-b6bf-6caeb648dad4,10007,11823,10195,149309300372445,69856,Spelling & Grammar,4,100,36530
dc4bd4ec-b5cb-4ae6-835e-352a7c47db2d,2c936a4a-e777-474b-a373-d8b284b2868a,10007,10491,10195,149309300352438,36608,Greeting,1,100,10155
877d4c2f-ef1b-47e4-88ed-76393d8c4119,7e0eecc4-4db1-4a76-b330-4f0244f517fe,10007,10491,1001883,149309300351317,36608,Greeting,1,100,10155
e9e191f6-17bc-4fd8-9abb-d13dd9038efa,a37e893f-6a64-4fa0-9130-8f64e1bfa154,10007,10491,1001883,149309300369266,36608,Greeting,1,100,36530
62c07f99-d23d-44d5-9043-6ecf5838bf10,10f30c04-52d8-47cf-9add-346ce2cd2e8b,10007,10491,10195,149309300368962,36608,Greeting,1,100,25585
c9292bcb-129d-4e37-af58-53853e087a81,6b7bb022-0657-405d-bf74-a0fe1f950c4e,10007,10491,10195,149309300380383,36608,Greeting,1,100,36530
28c2fdb4-9010-41d1-b068-5567fa50918c,030a766c-b08a-4600-ac98-47c2b45b7817,10007,10491,10195,149309300369436,36608,Greeting,1,100,10155
2eb209d2-51a5-498c-8b0d-47d9e7a84971,4d5baa38-f189-445f-98ae-303fbb966257,10007,10491,10195,149309300369383,36608,Greeting,,,36530
2bc514c8-d094-4937-a8dc-ef8063c91879,04c66c63-94dd-4e68-b31d-98d9a33a8fad,10007,10491,10195,149309300326360,36608,Greeting,1,100,25585
06f06115-af1c-449a-b0cc-e76f99049c69,30b79ea0-fa62-4379-b292-aaead6f11de0,10007,10491,1001883,149309300349917,36608,Greeting,1,100,25585
e8162b6c-92a8-4002-8f2f-74a49cee7e50,8cbaedbd-81f3-4361-b55a-2977114348b8,10007,10491,10195,149309300379558,36608,Greeting,1,100,25585
d8650367-6c8e-4cf4-85b3-c21075d04bf5,705347ff-011a-474e-a989-8fb2bf79fbb2,10007,10491,10195,149309300368582,36608,Greeting,1,100,25585
fd8f2a95-6af0-414f-802b-3118d72da879,934d736b-430b-4f84-a12c-395cff80c678,10007,10491,10195,149309300368972,36608,Greeting,1,100,10155
13d1d1c9-4b7f-4eb4-8fc0-2d7cc31898b9,f13d54a7-de49-41ea-8934-8756791055ec,10007,10491,10195,149309300368476,36608,Greeting,1,100,36530
9e88efaf-027b-4681-b49e-960319854871,16e05393-1bdc-4316-a98f-ce65738478b9,10007,10491,10195,149309300378848,36608,Greeting,1,100,36530
f11938b1-9122-4ca5-b89e-70ceb5a88785,7d2d3383-bbf1-4638-96db-d8626c7de51a,10007,10491,10195,149309300380634,36608,Greeting,1,100,10155
6a8d335d-413f-48a3-ae00-fe7d9c9b0cab,e1ecf26b-d944-453c-9624-cdb4ede1cd98,10007,10491,1001883,149309300369383,36608,Greeting,,,25585
7df49e12-e01f-4300-8e35-638acbb480f2,16eac162-a2b0-4ea9-b275-ed61f6a8232a,10007,10491,10195,149309300372539,36608,Greeting,,,22304
0ac54c39-610a-4374-be43-7263e2b3f96d,b507f541-81ed-4fb3-b0a7-f0e0ebe44abc,10007,10491,10195,149309300369567,36608,Greeting,,,25585
3c2224df-f5af-4dd4-8b84-4c7a4706e4c8,88ec0d67-e0a8-44aa-a41a-13e0cc2e71cc,10007,10491,10195,149309300369587,36608,Greeting,1,100,25585
eaccaba4-3cc0-4bd4-a841-a429f3e2d114,a4e1f7b4-9582-48be-aa04-dcd564618a02,10007,10491,10195,149309300369028,36608,Greeting,1,100,22304
af4544ce-3c34-4b9e-8456-4091149f0c8c,a03019e7-8346-4430-89c4-fa05c464d4d8,10007,10491,1001883,149309300381029,36608,Greeting,,,10155
e1be851f-747b-40c7-9152-2f0885d4646d,33f76020-2c5c-4f95-9e71-55931fd3b96d,10007,10491,1001883,149309300344533,36608,Greeting,1,100,25585
d9f26ff8-8c27-4f68-926d-019cf7419341,96fbbc68-0faf-411e-a5c5-ce642ed1013b,10007,10491,1001883,149309300369182,36608,Greeting,,,25585
986e65cb-9b12-4dd6-a604-61f847cd996a,fde67ca2-4ac8-4b65-b209-4bc4d7313fad,10007,10491,10195,149309300340069,36608,Greeting,1,100,10155
80fb7be6-2f8d-4730-a6bc-18d8c1e78dd2,350ea277-473d-452f-a7df-473338b68275,10007,10491,1001883,149309300366818,36608,Greeting,1,100,36530
b87660d8-66af-4214-9217-6db23564ab31,434c985a-1831-46e3-96c1-05b333e14347,10007,10491,10195,149309300380171,36608,Greeting,,,22304
795481c4-d080-4eab-a66c-c595bc9ccaff,42a7ee21-7d3a-4062-9d4b-c1d7d6c2eca5,10007,10491,10195,149309300380171,36608,Greeting,,,25585
ddb0b5ef-7da4-4e36-8bc4-877d72cfd19a,dfc8237e-c425-4547-838d-06c8df87c0b6,10007,10491,1001883,149309300369169,36608,Greeting,1,100,36530
10ba2c1b-4e9a-446a-af5a-4e2bb0198ce5,052548a1-378f-45a1-83cf-e6d0f91511d6,10007,10491,1001883,149309300369180,36608,Greeting,1,100,10155
31ecfa8b-6ef5-448c-9969-3c9bff8ed796,73e3b837-ec3e-40e7-b638-cbf61b3b9ff7,10007,10491,10195,149309300369219,36608,Greeting,,,10155
87fd8a1c-f2bc-4bc1-9efb-e87b973c412b,114dd37a-de6b-4ac2-abfc-5566fac031f7,10007,10491,10195,149309300349917,36608,Greeting,1,100,25585
b6c4a40d-97fc-4405-94b3-07909d0a5076,3e42a9c0-9941-4880-8610-405374fc0f0c,10007,10491,10195,149309300369436,36608,Greeting,,,22304
81197f66-fbe8-4d8e-a9bc-b67a7c5b5fb4,abc69f4a-b611-459a-a6fb-c26f8483b65e,10007,10491,1001883,149309300369028,36608,Greeting,,,22304
e14632db-d144-4178-a1c0-63b9052b46af,c63bb0be-35c3-438a-b987-5f2492905d38,10007,10491,1001883,149309300326942,36608,Greeting,1,100,22304
483843a6-15cf-4cd3-bb60-9af96f30e3dc,c370f360-a578-41c6-9c8b-0649bed44d5f,10007,10491,1001883,149309300348759,36608,Greeting,1,100,25585
7f47530a-da13-47ee-b616-37c19b906049,dfb85a03-bf01-4956-b4e5-5f646f42aea1,10007,10491,10195,149309300369182,36608,Greeting,1,100,25585
d0f94360-89c1-49f3-b789-1428297a051a,d4704c7e-9c1d-49a6-b843-f2453c70d740,10007,10491,1001870,205030800000439,36608,Greeting,1,100,22856
7275e65c-230b-4649-81f0-b63e8458c086,898cf37d-f6ac-46a6-9bb6-f3270332a830,10007,10491,1001883,149309300369266,36608,Greeting,1,100,22304
fba92f54-1e75-4adf-b5c2-d55144018f98,7cc1a998-6857-41f0-83ed-d5a9695351a8,10007,10491,1001883,149309300379338,36608,Greeting,1,100,22304
e2e45919-965a-411d-a124-57c865064166,6f13a2a0-623e-46be-a0de-fe14045334e0,10007,10491,1001883,149309300380634,36608,Greeting,1,100,25585
8ccd97f3-4e22-455d-9bf8-43523e4e1139,00cbd8da-1f07-4eea-8cb1-8440d49b8d7c,10007,10491,1001473,205030800000804,36608,Greeting,0,0,34083
461387a0-a367-432c-811a-53a64ffadb08,6b7b6de1-7807-4e24-b3ae-d21033dc7229,10007,10491,1001870,205030800000806,36608,Greeting,0,0,34083
95e4c323-8333-4aac-8ccf-5dab2274433b,8f4186f0-0586-42a3-a561-2a85f0d4eda8,10007,10491,1001883,149309300326942,36608,Greeting,1,100,25585
9b9b3e2a-644f-4d8c-a805-52c1c08730e7,56aa0fc3-321e-49e3-8f76-3ff51ae00f87,10007,10491,10195,149309300359157,36608,Greeting,1,100,25585
7dcb4a4e-8a26-4bd9-8783-d3e826e75fde,8a112965-0c5a-4eca-bc53-c04ad6456d16,10007,10491,1001883,149309300368398,36608,Greeting,1,100,25585
4b62863d-70d0-4e4b-bc1d-f7f21a62b30e,2dce35a9-e4f7-4c02-b68a-4d124ce5d366,10007,10491,10195,149309300354277,36608,Greeting,1,100,36530
2c72b6f7-a64c-449f-a87f-84872aae1847,0cd2aa7c-8140-4020-a731-a07d970d8b60,10007,10491,10195,149309300380634,36608,Greeting,1,100,25585
26d9ac19-47dd-4550-9522-f9f61776f7bd,faf88323-b5c2-430e-8120-26d4d9a85e41,10007,10491,1001890,205030800000803,36608,Greeting,0,0,34083
aa0cc71c-e606-46f8-96a0-b1c83e9ace5e,9fc9b1e7-406a-4592-b454-3a9b75b3d7de,10007,10491,1001473,205030800000805,36608,Greeting,,,34083
6d5d89e9-4db7-4c3a-8fd0-b7ead52f6e36,1d8638b2-43df-4d94-8a44-83e04b4b803a,10007,10491,10195,149309300369516,36608,Greeting,,,22304
e88751fa-c200-48c8-9756-b52a053c6d67,cdb43f67-1986-40df-8b7a-f4ad3708857d,10007,10491,1001883,149309300379964,36608,Greeting,,,22304
894d228c-c16d-42b2-a6ec-7e6049e724f4,a95ca558-d333-4587-88be-ea52d3e2c631,10007,10491,1001883,149309300352438,36608,Greeting,1,100,25585
9ff8e335-13da-4503-8651-3a13a79574dd,c5fe20e4-dc23-4ffe-b422-eb9eec996313,10007,10491,10195,149309300368888,36608,Greeting,1,100,25585
b28aed02-aed5-4f98-866f-cb7b14846593,0a00594f-cfea-48ba-a455-895090333b35,10007,10491,1001883,149309300369436,36608,Greeting,,,36530
4ca781d6-b6e7-486f-994d-1f73dc8a2969,1db23b1e-ab98-4f84-a820-d2fcbdec9cbb,10007,10491,1001883,149309300380634,36608,Greeting,1,100,22304
7f9024af-a586-4623-93d2-14befc223238,2524d941-0dd7-47a0-9960-16183eb6f589,10007,10491,10195,149309300381029,36608,Greeting,,,22304
5a416e82-d6ba-42cf-b783-8d6678aa2819,ae94c1e0-7791-4118-a080-fea04a5f7590,10007,10491,10195,149309300363623,36608,Greeting,1,100,25585
5d324e19-4fd1-461b-b125-d231d3607890,be2b1b7b-0912-42b1-9fe9-660839f5f40f,10007,10491,10195,149309300369208,36608,Greeting,1,100,36530
a6986651-6525-43a9-b085-86d7bd1da375,b821b08a-3be9-463d-aff0-507679479781,10007,10491,10195,149309300368946,36608,Greeting,1,100,36530
685f1a53-2c32-4607-a06d-839028262437,6e685253-0429-4a4a-83ab-739c9323d487,10007,10491,10195,149309300379094,36608,Greeting,1,100,36530
b4644247-00ec-44e5-a11e-8b239639a855,84c59745-4f7a-40e2-9ae6-df95a4e233f5,10007,10491,10195,149309300369391,36608,Greeting,,,10155
70757884-9b68-466d-833c-39b26c8c4939,5951f40c-7aa1-4948-991f-9e5d1747690c,10007,10491,1001870,205030800000800,36608,Greeting,0,0,34083
08e882bf-c0a9-4d81-8936-b545cd5838f5,024813c0-be53-417d-89bb-eb2a15427a1d,10007,10491,1001883,149309300369219,36608,Greeting,,,10155
f4e2c866-0941-4937-b00b-ced05667811a,b087424e-669f-4ddc-bc17-203c072273c2,10007,10491,10195,149309300354613,36608,Greeting,1,100,10155
b5777e99-387c-466d-a9d4-aca576b2eca2,80f7bd64-d8fe-4647-901b-d3fa951b2a01,10007,10491,1001883,149309300368825,36608,Greeting,,,36530
4523e4e7-2134-4381-80ea-612498228c04,dbc86276-7a6c-474b-b033-323c540f9f23,10007,10491,10195,149309300368899,36608,Greeting,1,100,10155
22fb1edf-a113-4536-8480-94ddc732544d,a271c494-31b9-4686-8cf8-64e87e9610a9,10007,10491,10195,149309300369182,36608,Greeting,,,10155
c352c43c-13e8-47e6-a995-6db320222045,6471b107-78f6-4dcc-8f4c-5df5841c0b33,10007,10491,1001883,149309300368723,36608,Greeting,1,100,36530
15efb0ae-6f5b-4809-9678-d4a5c3b86191,1f6a7f97-ba63-4be7-8579-d6d502c082c9,10007,10491,1001890,205030800000771,36608,Greeting,,,34083
563b76a4-b97b-4e51-84b1-d729aae39b3b,fbe0fdb3-07cb-454e-ae60-55e809b52fc5,10007,10491,10195,149309300368398,36608,Greeting,1,100,25585
129e76bb-ec54-48b6-a83c-3e26fc645da4,9ed8d440-72cc-4447-af2d-755ab77c2c35,10007,10491,10195,149309300366597,36608,Greeting,,,22304
6e3e25f1-b475-4352-98f7-80a487a07406,e58a4f3b-454e-46c8-bd72-dde67cca93da,10007,10491,10195,149309300366620,36608,Greeting,1,100,10155
c989c9d2-db00-4586-9f15-a19dea4c450c,e09e7bb2-db36-4183-8541-d41d052c288f,10007,10491,1001883,149309300368876,36608,Greeting,1,100,10155
c9da25d5-8abf-4d4a-b193-7af0ee483ad7,c6c5a111-2dc0-4802-870a-00cc8ae32f80,10007,10491,10195,149309300380716,36608,Greeting,1,100,22304
14ddf1e1-1e2e-4a12-b4b6-1fc7d1ab7170,e4338a5b-addd-4a85-9f18-5cede646adeb,10007,10491,10195,149309300372445,36608,Greeting,,,36530
c64c955b-0f37-4da9-91b7-caab4036e2eb,ef24422f-8cc3-41a6-913d-97557f0afb41,10007,10491,1001883,149309300369576,36608,Greeting,1,100,22304
3bd620cd-d3bd-4e30-9c7a-1a512808eb44,a85b3c65-7806-4ca1-b82f-dea0ef5310e1,10007,10491,1001883,149309300368972,36608,Greeting,1,100,10155
a3742438-d580-4c03-b024-ff5c044f45e5,a0b52bb2-e261-4089-adcc-afedaa03f123,10007,10491,1001883,149309300368825,36608,Greeting,1,100,25585
64d87ac2-e4be-44c8-a809-9217e237d23b,45e96dec-a5ff-4240-924b-87a8649e7300,10007,10491,10195,149309300376471,36608,Greeting,1,100,22304
949d01cc-d6e4-4da3-807e-d2cbfe556a86,64eb9f36-5d34-4e85-adfb-8f541a183e1e,10007,10491,1001473,205030800000806,36608,Greeting,0,0,34083
871620ac-dc50-4e8a-a943-6d21a6823f49,fcb4fb33-8bfb-4aac-ae17-9d5fb88c8c03,10007,10491,10195,149309300369576,36608,Greeting,,,10206
070d489e-02ab-4aef-b12c-61489f3a825f,909e6bdb-4a14-4f14-9388-9c31dec62d8a,10007,10491,10195,149309300363623,36608,Greeting,,,36530
4bdffef7-862b-4701-8a0b-c9d1a47828f7,f94cf05d-49c9-4beb-adfc-9d0c526c04fc,10007,10491,10195,149309300372502,36608,Greeting,1,100,36530
df90aaf2-c5e1-4ef2-8764-68689eaa5a3d,b8fccbf1-1e9f-4250-be1e-ef1b04e748f9,10007,10491,10195,149309300372458,36608,Greeting,,,25585
f0a142b4-0245-4a2a-8fe0-3db33bc04ccf,996648d4-b4a1-415d-8573-8ab22ae73729,10007,10491,1001883,149309300369567,36608,Greeting,,,10155
dc54ee69-9e63-44c0-b38d-afe506fe7642,fbb2f935-7826-498e-b64a-cf86326865ee,10007,10491,1001883,149309300369587,36608,Greeting,1,100,25585
c34aef9e-f919-4633-a3c6-7138f1ed6937,940ceb15-55ec-412b-bb1c-3f3037147742,10007,10491,1001883,149309300369014,36608,Greeting,1,100,36530
d634e00f-4a03-4063-affd-324cafde018b,35fdc229-3682-4dce-ba37-3737214e3123,10007,10491,1001883,149309300369095,36608,Greeting,1,100,36530
5b0dd9b6-ddb8-408c-b7b6-f16234fa7bd5,8a322490-fd60-4fed-96a5-12ee792cf066,10007,10491,1001883,149309300352438,36608,Greeting,1,100,22304
