autoqa_review_id,payment_id,payment_token_id,external_ticket_id,created_at,conversation_created_at,conversation_created_date,team_id,reviewee_internal_id,updated_at
ec3ef741-63eb-4d12-b7d0-c76b6007b03e,10007,1001883,149309300326942,2023-09-19 20:01:16.158366 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10932,22304,2023-09-19 20:01:16.158366 UTC
7a9c98c0-7300-41cc-96d0-1435f609a92c,10007,1001883,149309300326942,2023-09-19 17:51:24.507479 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10005,22304,2023-09-19 17:51:24.507479 UTC
8497e4d3-b42e-4f30-8a8c-d53313979ab4,10007,1001883,149309300326942,2023-09-19 17:51:24.335255 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11174,22304,2023-09-19 17:51:24.335255 UTC
9ae80916-44fe-4731-a2e6-eafd79e9d609,10007,1001883,149309300326942,2023-09-19 22:10:51.670103 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11123,22304,2023-09-19 22:10:51.670103 UTC
ffb0c4fb-c12e-45bb-a9f3-5ec8b8e424be,10007,1001883,149309300326942,2023-09-19 17:51:24.664669 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11854,22304,2023-09-19 17:51:24.664669 UTC
7315980b-7e3b-4d44-9781-dfed1560aee8,10007,1001883,149309300326942,2023-09-19 20:01:18.260102 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11696,22304,2023-09-19 20:01:18.260102 UTC
f29aecb1-9453-4fe2-a92b-9666775a36e8,10007,1001883,149309300326942,2023-09-18 17:40:56.565468 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11183,25585,2023-09-18 17:40:56.565468 UTC
ed5d1cdd-c741-4595-bd1a-70f77ff4e0c4,10007,1001883,149309300326942,2023-09-19 22:10:52.335325 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10005,25585,2023-09-19 22:10:52.335325 UTC
4842cfb2-1464-4896-94ed-7fcd1ca1955c,10007,1001883,149309300326942,2023-09-18 17:40:58.793153 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11854,25585,2023-09-18 17:40:58.793153 UTC
cc070a00-3324-465a-b8fa-516f15e7d005,10007,1001883,149309300326942,2023-09-18 17:40:57.926129 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11123,25585,2023-09-18 17:40:57.926129 UTC
c981eadd-c478-4066-867b-e58286edbb63,10007,1001883,149309300326942,2023-09-19 22:10:53.073199 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11186,25585,2023-09-19 22:10:53.073199 UTC
9f97033e-bd59-4ec3-9e8f-bae5fc4b66aa,10007,1001883,149309300326942,2023-09-18 17:40:57.073179 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10883,25585,2023-09-18 17:40:57.073179 UTC
4f3f8c3a-d8b7-4b3c-bf10-e08328594578,10007,1001883,149309300326942,2023-09-18 17:40:57.621885 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10491,25585,2023-09-18 17:40:57.621885 UTC
05fa9024-cd5c-4366-889e-625d588756fd,10007,1001883,149309300326942,2023-09-19 09:12:27.195197 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10244,25585,2023-09-19 09:12:27.195198 UTC
3e5495df-32ac-4cfd-a1c4-c7f1b12f0e22,10007,1001883,149309300326942,2023-09-19 20:01:17.242253 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11179,25585,2023-09-19 20:01:17.242253 UTC
54bb3221-4ed2-48d2-accc-35cce6f023b4,10007,1001883,149309300326942,2023-09-19 20:01:16.291883 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10040,25585,2023-09-19 20:01:16.291883 UTC
57c50f07-ade3-4bbd-8f69-38ac4d79b247,10007,1001883,149309300326942,2023-09-19 09:12:28.337936 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10499,25585,2023-09-19 09:12:28.337936 UTC
d9f35e49-c306-4e25-906d-e0ba1d0c3ab2,10007,1001883,149309300326942,2023-09-19 20:01:15.701841 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11855,25585,2023-09-19 20:01:15.701841 UTC
83fbd9fd-22ca-4b1b-b6e4-3f01de6583c6,10007,1001883,149309300326942,2023-09-19 09:12:28.721936 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11642,25585,2023-09-19 09:12:28.721936 UTC
ea0b1d55-5adb-4a29-b41b-808ced1db91b,10007,1001883,149309300326942,2023-09-19 17:51:24.770375 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11578,25585,2023-09-19 17:51:24.770375 UTC
a064407c-47f6-476e-ba30-4b99ce528bdc,10007,1001883,149309300326942,2023-09-18 17:40:58.429720 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11174,25585,2023-09-18 17:40:58.429721 UTC
4c15e7cb-0beb-4c54-963d-497baaaf3def,10007,1001883,149309300326942,2023-09-18 17:40:57.262193 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10932,25585,2023-09-18 17:40:57.262193 UTC
7acb5f23-1583-4479-975c-cb8a3f5e838d,10007,1001883,149309300326942,2023-09-19 17:51:24.940081 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11696,25585,2023-09-19 17:51:24.940081 UTC
b660dee0-de6e-4ae2-be85-855faff386c9,10007,10195,149309300326942,2023-10-20 08:57:43.478703 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11850,10155,2023-10-20 08:57:43.478703 UTC
6022908f-37e4-4da9-a3a8-5566be7d2a9a,10007,10195,149309300326942,2023-10-23 09:49:04.200458 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10883,10155,2023-10-23 09:49:04.200458 UTC
5f9ae922-df96-4876-a6f9-2e1a84df8d54,10007,10195,149309300326942,2023-10-23 09:49:04.803733 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11183,10155,2023-10-23 09:49:04.803734 UTC
189ceb1f-f4a0-439d-ab65-a83957501b5a,10007,10195,149309300326942,2023-10-20 08:57:41.803390 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11823,10155,2023-10-20 08:57:41.803390 UTC
08674699-195b-4d3f-ac30-1eb0ce79cdf6,10007,10195,149309300326942,2023-09-18 17:10:57.502018 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11696,10155,2023-09-18 17:10:57.502018 UTC
1b330ed0-88b6-4f28-89b0-a6faaedea25b,10007,10195,149309300326942,2023-10-26 13:16:30.374319 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10005,10155,2023-10-26 13:16:30.374320 UTC
c402231d-93e7-4ef7-970c-2e4275d05cb4,10007,10195,149309300326942,2023-10-26 13:16:31.447626 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10932,10155,2023-10-26 13:16:31.447626 UTC
4724b28d-6aa4-41f1-a7d6-7067b15e5fb3,10007,10195,149309300326942,2023-10-20 08:57:41.178907 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11186,10155,2023-10-20 08:57:41.178907 UTC
8236517a-8410-4988-ae39-1a067402d94d,10007,10195,149309300326942,2023-09-20 00:01:19.398949 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10499,10155,2023-09-20 00:01:19.398949 UTC
8e9a6f5c-c184-4940-abc8-f2c26f95fedd,10007,10195,149309300326942,2023-09-18 19:21:01.381644 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11642,10155,2023-09-18 19:21:01.381645 UTC
7467368c-a427-4615-b8f4-793156f7e60a,10007,10195,149309300326942,2023-10-26 13:16:31.594123 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10491,10155,2023-10-26 13:16:31.594123 UTC
d58c73ef-313c-461b-86c8-b7e3716171c3,10007,10195,149309300326942,2023-09-19 21:51:24.836785 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11174,10155,2023-09-19 21:51:24.836785 UTC
9c1b4fa6-4a15-47bc-b9db-31ac35d3a1ff,10007,10195,149309300326942,2023-09-18 19:21:00.997000 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11179,10155,2023-09-18 19:21:00.997000 UTC
1d22112f-20f3-48de-8898-1ee76af3fd6e,10007,10195,149309300326942,2023-09-19 21:51:22.794878 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10040,10155,2023-09-19 21:51:22.794878 UTC
0841a8d7-4e63-4cb2-af7b-04529561e2ec,10007,10195,149309300326942,2023-10-26 13:16:30.541668 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10244,10155,2023-10-26 13:16:30.541668 UTC
ca6080f0-5040-4df2-bc20-97c65df973c8,10007,10195,149309300326942,2023-09-19 21:51:23.913957 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11578,10155,2023-09-19 21:51:23.913957 UTC
df20655f-8a43-4583-af1c-77577560a9a3,10007,10195,149309300326942,2023-09-18 19:21:01.576004 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11854,10155,2023-09-18 19:21:01.576005 UTC
51cafbc8-a258-4e7a-a5fb-ff45dda40ee2,10007,10195,149309300326942,2023-10-20 08:57:42.125068 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10932,22304,2023-10-20 08:57:42.125068 UTC
1465ca3c-ff1f-44ad-b4aa-502800a6e8f7,10007,10195,149309300326942,2023-09-18 17:10:57.815161 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11823,22304,2023-09-18 17:10:57.815161 UTC
534e4450-5f4f-4e42-9ef0-57c35693a620,10007,10195,149309300326942,2023-09-19 17:31:46.390819 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11174,22304,2023-09-19 17:31:46.390819 UTC
9862761f-0269-4cac-a789-51024b6557b2,10007,10195,149309300326942,2023-09-18 17:10:57.447168 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11696,22304,2023-09-18 17:10:57.447168 UTC
61f8eb38-d1bc-4eb5-bc8b-70ddbe491e06,10007,10195,149309300326942,2023-10-20 08:57:43.539498 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11850,22304,2023-10-20 08:57:43.539499 UTC
aee2c936-041f-4e21-96c7-33c28c024f49,10007,10195,149309300326942,2023-09-19 17:31:44.773768 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10244,22304,2023-09-19 17:31:44.773768 UTC
b357eb8b-f9a7-45e8-9772-e01fdd303801,10007,10195,149309300326942,2023-10-23 09:49:04.685515 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11183,22304,2023-10-23 09:49:04.685515 UTC
f95cf5e9-444d-4fcd-839a-d9915f0ba5d0,10007,10195,149309300326942,2023-09-18 19:20:59.506992 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11186,22304,2023-09-18 19:20:59.506993 UTC
989ec8f7-7155-4eb6-847d-7f6e5c309db8,10007,10195,149309300326942,2023-09-18 17:10:56.516662 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10040,22304,2023-09-18 17:10:56.516663 UTC
434706c9-79c3-4dca-a4ac-8a3533b42215,10007,10195,149309300326942,2023-09-19 21:51:22.931493 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10005,22304,2023-09-19 21:51:22.931493 UTC
fea6834d-dd65-4dad-8df4-19e7cc5205a6,10007,10195,149309300326942,2023-10-23 09:49:04.486160 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11179,22304,2023-10-23 09:49:04.486161 UTC
01be0c2c-45b8-40e8-b6a3-d0ce4c055252,10007,10195,149309300326942,2023-09-19 21:51:25.342881 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11642,22304,2023-09-19 21:51:25.342881 UTC
f929ffe9-46b5-4d9b-9180-cc14c61ce77a,10007,10195,149309300326942,2023-09-19 21:51:23.300447 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10499,22304,2023-09-19 21:51:23.300447 UTC
67b6ee98-14eb-4f94-a3a0-885cf9136572,10007,10195,149309300326942,2023-10-23 09:49:03.868203 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10491,22304,2023-10-23 09:49:03.868203 UTC
a874b3d7-41a3-47b4-ba46-03a31fcb347e,10007,10195,149309300326942,2023-09-19 21:51:25.535655 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11854,22304,2023-09-19 21:51:25.535655 UTC
68ec0a7f-21f8-4f11-97c4-e846d8378795,10007,10195,149309300326942,2023-09-18 17:10:57.650376 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11578,22304,2023-09-18 17:10:57.650376 UTC
d3752097-3bb9-46c2-946c-255325571fce,10007,10195,149309300326942,2023-10-23 09:49:04.072441 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10883,22304,2023-10-23 09:49:04.072441 UTC
a19c9278-8905-4ec6-bef8-76e6858bc39e,10007,10195,149309300326942,2023-09-19 17:31:46.330143 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11174,25585,2023-09-19 17:31:46.330143 UTC
b33ecdd2-f49b-4240-81ab-e8e937f5283d,10007,10195,149309300326942,2023-09-18 19:21:00.066721 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11823,25585,2023-09-18 19:21:00.066721 UTC
dc3b9d8c-2ebb-4677-988a-1a6d2a87eb36,10007,10195,149309300326942,2023-09-18 19:21:01.247813 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11183,25585,2023-09-18 19:21:01.247813 UTC
4972243e-dff4-45bc-91a3-9227641b3634,10007,10195,149309300326942,2023-09-19 21:51:22.633298 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10040,25585,2023-09-19 21:51:22.633298 UTC
0231c748-85ad-4f67-bed7-372e55f301ab,10007,10195,149309300326942,2023-10-20 08:57:42.193202 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10491,25585,2023-10-20 08:57:42.193202 UTC
3552bf0c-0d00-4615-b53e-eb78c6f3cb36,10007,10195,149309300326942,2023-09-18 19:21:01.637808 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11854,25585,2023-09-18 19:21:01.637808 UTC
0c1c2d1d-f545-4c5d-8ec9-dc0d8579770b,10007,10195,149309300326942,2023-09-19 17:31:46.170547 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10883,25585,2023-09-19 17:31:46.170547 UTC
734a13af-70c9-41fe-82fc-f1e1ada21237,10007,10195,149309300326942,2023-09-18 19:21:01.056903 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11179,25585,2023-09-18 19:21:01.056903 UTC
8707ff12-57f9-476e-8213-f1ccfa450d47,10007,10195,149309300326942,2023-09-18 17:10:57.758186 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11578,25585,2023-09-18 17:10:57.758186 UTC
249d1e2d-d956-43bc-98a1-7786ffb3145e,10007,10195,149309300326942,2023-10-20 08:57:41.311721 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11696,25585,2023-10-20 08:57:41.311722 UTC
f9c50854-5062-4639-bdf4-2d7233176710,10007,10195,149309300326942,2023-09-19 17:31:46.844907 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11642,25585,2023-09-19 17:31:46.844907 UTC
78279bbe-015b-4aaf-ae18-f541e745a7da,10007,10195,149309300326942,2023-10-23 09:49:02.901092 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11186,25585,2023-10-23 09:49:02.901092 UTC
1fc22b9a-addd-4c49-9b3a-78929e52c113,10007,10195,149309300326942,2023-10-26 13:16:30.425412 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10005,25585,2023-10-26 13:16:30.425413 UTC
2f4f0927-f94b-4b79-ba1d-5402f50b1cdc,10007,10195,149309300326942,2023-09-18 17:10:57.183318 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10499,25585,2023-09-18 17:10:57.183318 UTC
16bf106b-9674-4da5-b056-b152b17aa073,10007,10195,149309300326942,2023-09-19 17:31:45.818897 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10932,25585,2023-09-19 17:31:45.818897 UTC
665c76f5-b345-45f3-a35d-a91bfb45b148,10007,10195,149309300326942,2023-10-23 09:49:05.123675 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,11850,25585,2023-10-23 09:49:05.123675 UTC
ee68dc13-7965-416f-b319-8d0a7542a59c,10007,10195,149309300326942,2023-10-20 08:57:40.690753 UTC,2023-03-14 12:38:23.000000 UTC,2023-03-14,10244,25585,2023-10-20 08:57:40.690753 UTC
8a4cca85-9318-4f64-a1a3-0193fa3e7230,10007,1001870,205030800000773,2023-09-19 14:36:19.778834 UTC,2023-09-04 13:53:40.000000 UTC,2023-09-04,10491,34083,2023-09-19 14:36:19.778835 UTC
13be1a9a-5474-4a7b-b046-fa64b02e5353,10007,1001870,205030800000772,2023-10-18 08:40:09.147215 UTC,2023-09-04 13:47:52.000000 UTC,2023-09-04,11854,34083,2023-10-18 08:40:09.147215 UTC
96862c02-c090-466d-adad-3d1adc368a45,10007,1001870,205030800000772,2023-10-31 10:58:49.868691 UTC,2023-09-04 13:47:52.000000 UTC,2023-09-04,11578,34083,2023-10-31 10:58:49.868691 UTC
b84e9d8b-f003-4cd2-a2a4-fe65df5739e9,10007,1001870,205030800000772,2023-10-31 10:58:49.204917 UTC,2023-09-04 13:47:52.000000 UTC,2023-09-04,10883,34083,2023-10-31 10:58:49.204917 UTC
5b1653f0-54fe-4482-b4b0-d36703f17832,10007,1001870,205030800000773,2023-09-19 14:36:19.445204 UTC,2023-09-04 13:53:40.000000 UTC,2023-09-04,11855,34083,2023-09-19 14:36:19.445204 UTC
cb98b793-8383-4091-bc22-336fc481abd5,10007,1001870,205030800000772,2023-10-18 08:40:08.838318 UTC,2023-09-04 13:47:52.000000 UTC,2023-09-04,11179,34083,2023-10-18 08:40:08.838318 UTC
7bd921ae-4fb1-476e-80e4-9d1c08aa33f1,10007,1001870,205030800000772,2023-10-18 08:40:08.947218 UTC,2023-09-04 13:47:52.000000 UTC,2023-09-04,11174,34083,2023-10-18 08:40:08.947218 UTC
89ebde04-edc0-44a8-9c05-084e53928a4e,10007,1001870,205030800000772,2023-10-18 08:40:08.308501 UTC,2023-09-04 13:47:52.000000 UTC,2023-09-04,10932,34083,2023-10-18 08:40:08.308501 UTC
c3b193d0-6816-4885-9749-3fde5b409996,10007,1001870,205030800000772,2023-10-18 08:40:09.032577 UTC,2023-09-04 13:47:52.000000 UTC,2023-09-04,10005,34083,2023-10-18 08:40:09.032577 UTC
a04b7d92-53d5-4c36-a2fe-13d0fdbc362b,10007,1001870,205030800000773,2023-09-19 14:36:19.621080 UTC,2023-09-04 13:53:40.000000 UTC,2023-09-04,10932,34083,2023-09-19 14:36:19.621080 UTC
1d06ef8e-5b1d-4000-a803-deba987f5068,10007,1001870,205030800000773,2023-09-19 14:36:19.926896 UTC,2023-09-04 13:53:40.000000 UTC,2023-09-04,11123,34083,2023-09-19 14:36:19.926896 UTC
c0156131-c3e2-4e72-8291-224a2acdaa71,10007,1001870,205030800000773,2023-09-19 14:36:20.512934 UTC,2023-09-04 13:53:40.000000 UTC,2023-09-04,11186,34083,2023-09-19 14:36:20.512934 UTC
5c74445b-7dcb-40c5-96ed-365b98835e4e,10007,1001870,205030800000772,2023-10-18 08:40:08.421007 UTC,2023-09-04 13:47:52.000000 UTC,2023-09-04,10040,34083,2023-10-18 08:40:08.421007 UTC
8649569b-e021-422e-886b-3da14f59f3d9,10007,1001870,205030800000772,2023-10-27 13:39:14.202950 UTC,2023-09-04 13:47:52.000000 UTC,2023-09-04,11850,34083,2023-10-27 13:39:14.202950 UTC
254a6fa7-8938-4604-ab60-bb7616671086,10007,1001870,205030800000772,2023-10-31 10:58:49.544758 UTC,2023-09-04 13:47:52.000000 UTC,2023-09-04,10499,34083,2023-10-31 10:58:49.544759 UTC
d885d87f-0d6d-4d79-a5bb-3be1ddd77225,10007,1001870,205030800000773,2023-09-19 14:36:19.692743 UTC,2023-09-04 13:53:40.000000 UTC,2023-09-04,10040,34083,2023-09-19 14:36:19.692743 UTC
83160690-3a96-48ba-89c9-e008a601c962,10007,10195,149309300368723,2023-09-17 07:01:51.965272 UTC,2023-09-04 09:56:27.000000 UTC,2023-09-04,11179,,2023-09-17 07:01:51.965272 UTC
1920f9c2-46ef-4125-a869-8cf41e5af1c8,10007,10195,149309300368723,2023-09-17 07:01:50.669130 UTC,2023-09-04 09:56:27.000000 UTC,2023-09-04,10244,,2023-09-17 07:01:50.669130 UTC
b0ce20d0-0552-4a75-9dd1-37b8674a5483,10007,10195,149309300368723,2023-09-17 07:01:50.795367 UTC,2023-09-04 09:56:27.000000 UTC,2023-09-04,10499,,2023-09-17 07:01:50.795368 UTC
33d4f5e8-217b-4e88-8617-baf5d220fd49,10007,10195,149309300368723,2023-09-17 07:01:51.182691 UTC,2023-09-04 09:56:27.000000 UTC,2023-09-04,11578,,2023-09-17 07:01:51.182691 UTC
dd51c4bf-9555-4b93-82d5-fcd522f55972,10007,10195,149309300368723,2023-09-17 07:01:51.320511 UTC,2023-09-04 09:56:27.000000 UTC,2023-09-04,11823,,2023-09-17 07:01:51.320511 UTC
