payment_id,payment_token_id,external_ticket_id,conversation_created_at,conversation_created_at_date,channel,assignee_id,updated_at,closed_at,message_count,last_reply_at,language,imported_at,unique_public_agent_count,public_mean_character_count,public_mean_word_count,private_message_count,public_message_count,klaus_sentiment,is_closed,agent_most_public_messages,first_response_time,first_resolution_time_seconds,full_resolution_time_seconds,most_active_internal_user_id,deleted_at
10007,10195,149309300344140,2023-06-28 15:31:23.000000 UTC,2023-06-28,conversation,10155,2023-08-16 10:03:26.000000 UTC,2023-08-16 10:03:26.000000 UTC,58,2023-08-16 10:03:22.000000 UTC,en,2023-08-16 11:50:25.202063 UTC,1,53.03125,10.28125,26,31,NEGATIVE,TRUE,3565392,49,34057,1870323,10155,
10007,10195,149309300344149,2023-06-28 19:47:52.000000 UTC,2023-06-28,conversation,25585,2023-07-07 14:49:28.000000 UTC,2023-07-07 14:49:17.000000 UTC,34,2023-07-07 14:49:28.000000 UTC,en,2023-07-07 16:20:15.390018 UTC,1,81.875,15.4375,2,31,NEGATIVE,TRUE,5826441,10,360084,360084,25585,
10007,10195,149309300339791,2023-06-01 07:20:17.000000 UTC,2023-06-01,conversation,22304,2023-06-05 07:10:44.000000 UTC,2023-06-05 07:10:44.000000 UTC,9,2023-06-05 07:10:43.000000 UTC,en,2023-06-19 07:09:56.855213 UTC,1,67.75,11.75,1,6,NEGATIVE,TRUE,5103352,112,545,107427,22304,
10007,10195,149309300339839,2023-06-01 18:33:00.000000 UTC,2023-06-01,conversation,25585,2023-06-01 19:12:12.000000 UTC,2023-06-01 19:12:00.000000 UTC,17,2023-06-01 19:12:12.000000 UTC,en,2023-06-19 07:07:08.203855 UTC,1,78,13.8125,1,14,NEGATIVE,TRUE,5826441,1632,2340,2340,25585,
10007,10195,149309300339788,2023-06-01 05:11:17.000000 UTC,2023-06-01,conversation,22304,2023-06-01 07:25:22.000000 UTC,2023-06-01 07:25:10.000000 UTC,20,2023-06-01 07:25:22.000000 UTC,en,2023-06-19 07:06:33.971002 UTC,1,90.68421053,16.68421053,1,17,NEGATIVE,TRUE,5103352,226,1510,1510,22304,
10007,10195,149309300339849,2023-06-01 23:57:21.000000 UTC,2023-06-01,conversation,36530,2023-06-06 08:14:38.000000 UTC,2023-06-06 08:14:38.000000 UTC,44,2023-06-06 08:14:30.000000 UTC,en,2023-06-19 07:11:28.705339 UTC,3,109.46875,20.53125,12,31,NEGATIVE,TRUE,6547026,320,112478,112478,36530,
10007,10195,149309300339818,2023-06-01 13:30:57.000000 UTC,2023-06-01,conversation,22304,2023-06-01 14:40:06.000000 UTC,2023-06-01 14:39:54.000000 UTC,49,2023-06-01 14:40:06.000000 UTC,en,2023-06-19 07:06:56.339481 UTC,1,79.77777778,14.93333333,4,44,NEGATIVE,TRUE,5103352,19,4137,4137,22304,
10007,10195,149309300339803,2023-06-01 10:47:02.000000 UTC,2023-06-01,conversation,36530,2023-06-05 08:03:43.000000 UTC,2023-06-05 07:25:40.000000 UTC,49,2023-06-05 08:03:43.000000 UTC,en,2023-06-19 07:10:01.310980 UTC,2,48,9.25,9,40,NEGATIVE,TRUE,6547026,27,95918,95918,36530,
10007,10195,149309300339822,2023-06-01 14:15:10.000000 UTC,2023-06-01,conversation,10155,2023-06-15 14:25:47.000000 UTC,2023-06-15 14:25:47.000000 UTC,59,2023-06-14 11:47:21.000000 UTC,en,2023-06-19 07:20:50.899396 UTC,2,83.42857143,16.54285714,24,34,NEGATIVE,TRUE,6547026,27,34188,540637,36530,
10007,10195,149309300339817,2023-06-01 13:22:12.000000 UTC,2023-06-01,conversation,36530,2023-06-05 08:31:09.000000 UTC,2023-06-05 08:30:57.000000 UTC,80,2023-06-05 08:31:09.000000 UTC,en,2023-06-19 07:10:01.482313 UTC,3,68.15277778,13.13888889,8,71,NEGATIVE,TRUE,5103352,36,90524,90524,22304,
10007,10195,149309300321468,2023-02-24 16:41:31.000000 UTC,2023-02-24,conversation,25585,2023-03-06 15:11:39.000000 UTC,2023-03-06 15:11:39.000000 UTC,12,2023-03-06 15:11:38.000000 UTC,en,2023-03-06 15:30:31.997926 UTC,1,91.63636364,18,1,10,POSITIVE,TRUE,5826441,,,,25585,
10007,10195,149309300321478,2023-02-24 19:58:04.000000 UTC,2023-02-24,conversation,25585,2023-03-07 16:38:25.000000 UTC,2023-03-07 16:36:52.000000 UTC,19,2023-03-07 16:38:25.000000 UTC,en,2023-03-08 00:25:11.469914 UTC,1,227.3076923,42.15384615,6,12,NEGATIVE,TRUE,5826441,,,,25585,
10007,10195,149309300321416,2023-02-24 04:30:46.000000 UTC,2023-02-24,conversation,10155,2023-03-08 14:39:16.000000 UTC,2023-03-08 14:39:16.000000 UTC,26,2023-03-08 14:39:13.000000 UTC,en,2023-03-08 16:20:24.015170 UTC,2,69.81818182,12.18181818,15,9,NEGATIVE,TRUE,5103352,,,,22304,
10007,10195,149309300351916,2023-07-26 19:14:01.000000 UTC,2023-07-26,conversation,25585,2023-07-27 18:00:02.000000 UTC,2023-07-27 17:59:51.000000 UTC,26,2023-07-27 18:00:02.000000 UTC,en,2023-07-27 19:30:15.031027 UTC,1,93.75,17.16666667,2,22,NEGATIVE,TRUE,5826441,11,49550,49550,25585,
10007,10195,149309300351548,2023-07-26 08:26:01.000000 UTC,2023-07-26,conversation,36530,2023-08-09 14:29:58.000000 UTC,2023-08-09 14:29:59.000000 UTC,114,2023-08-09 14:24:52.000000 UTC,en,2023-08-09 15:10:30.519625 UTC,2,144.3928571,27.33928571,58,55,NEGATIVE,TRUE,6547026,13,542501,561838,36530,
10007,10195,149309300351643,2023-07-26 10:49:00.000000 UTC,2023-07-26,conversation,36530,2023-09-29 08:09:18.000000 UTC,2023-09-29 08:09:18.000000 UTC,197,2023-09-29 08:03:33.000000 UTC,ru,2023-09-29 09:30:34.957164 UTC,3,104.4950495,18.95049505,48,101,NEGATIVE,FALSE,6547026,19,381,2528418,36530,
10007,10195,149309300331774,2023-03-31 14:50:07.000000 UTC,2023-03-31,conversation,25585,2023-04-04 15:22:13.000000 UTC,2023-04-04 15:22:02.000000 UTC,19,2023-04-04 15:22:13.000000 UTC,en,2023-04-04 15:47:30.906707 UTC,1,124.0555556,23.5,1,17,NEGATIVE,TRUE,5826441,,,,25585,
10007,10195,149309300331706,2023-03-31 03:49:42.000000 UTC,2023-03-31,conversation,22304,2023-05-15 08:47:20.000000 UTC,2023-05-15 08:47:20.000000 UTC,37,2023-05-15 08:45:56.000000 UTC,en,2023-05-15 09:40:42.567652 UTC,2,138.2222222,23.72222222,19,16,NEGATIVE,TRUE,5103352,348,1217361,1680440,22304,
10007,10195,149309300331793,2023-03-31 19:30:17.000000 UTC,2023-03-31,conversation,25585,2023-04-11 14:31:53.000000 UTC,2023-04-11 14:31:53.000000 UTC,52,2023-04-11 14:31:51.000000 UTC,en,2023-04-11 14:50:55.379862 UTC,2,112.8125,21.83333333,4,47,NEGATIVE,TRUE,5826441,,,,25585,
10007,10195,149309300331728,2023-03-31 09:31:00.000000 UTC,2023-03-31,conversation,22304,2023-06-05 07:32:03.000000 UTC,2023-06-05 07:32:03.000000 UTC,53,2023-06-05 07:31:58.000000 UTC,en,2023-06-19 07:09:57.041312 UTC,1,89.13636364,17.40909091,31,21,NEGATIVE,TRUE,5103352,12,1139549,2476863,22304,
10007,1001870,205030800000800,2023-09-19 15:33:48.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 15:34:28.000000 UTC,5,2023-09-19 15:34:39.000000 UTC,en,2023-10-18 08:32:05.882507 UTC,1,225,38.2,0,3,NEGATIVE,TRUE,5246584,,,,34083,
10516,1001478,205030800000800,2023-09-19 15:33:48.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 15:34:28.000000 UTC,5,2023-09-19 15:34:39.000000 UTC,en,2023-10-18 08:30:31.513961 UTC,1,225,38.2,0,3,NEGATIVE,TRUE,5246584,,,,34083,
10007,1001890,205030800000800,2023-09-19 15:33:48.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 15:34:28.000000 UTC,5,2023-09-19 15:34:39.000000 UTC,en,2023-10-18 08:30:52.818551 UTC,1,225,38.2,0,3,NEGATIVE,TRUE,5246584,,,,34083,
10516,1001478,205030800000797,2023-09-19 14:22:06.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:58.000000 UTC,2023-09-19 14:54:58.000000 UTC,5,2023-09-19 14:26:35.000000 UTC,en,2023-10-18 08:30:29.203015 UTC,1,224.6,36,0,3,POSITIVE,TRUE,5246584,,,,34083,
10007,1001870,205030800000803,2023-09-19 16:06:53.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 16:07:29.000000 UTC,6,2023-09-19 16:07:42.000000 UTC,en,2023-10-18 08:32:05.850863 UTC,1,188.1666667,31,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10516,1001478,205030800000803,2023-09-19 16:06:53.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 16:07:29.000000 UTC,6,2023-09-19 16:07:42.000000 UTC,en,2023-10-18 08:30:31.041107 UTC,1,188.1666667,31,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10007,1001890,205030800000803,2023-09-19 16:06:53.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 16:07:29.000000 UTC,6,2023-09-19 16:07:42.000000 UTC,en,2023-10-18 08:30:52.285507 UTC,1,188.1666667,31,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10516,1001478,205030800000799,2023-09-19 15:32:00.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 15:32:46.000000 UTC,6,2023-09-19 15:32:58.000000 UTC,en,2023-10-18 08:30:29.821514 UTC,1,269.8333333,47.33333333,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10007,1001870,205030800000799,2023-09-19 15:32:00.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 15:32:46.000000 UTC,6,2023-09-19 15:32:58.000000 UTC,en,2023-10-18 08:32:04.219850 UTC,1,269.8333333,47.33333333,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10007,1001870,205030800000805,2023-09-19 16:09:58.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:30:00.000000 UTC,2023-09-19 16:10:31.000000 UTC,6,2023-09-19 16:10:42.000000 UTC,en,2023-10-18 08:32:05.845661 UTC,1,269.8333333,48.66666667,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10516,1001478,205030800000805,2023-09-19 16:09:58.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:30:00.000000 UTC,2023-09-19 16:10:31.000000 UTC,6,2023-09-19 16:10:42.000000 UTC,en,2023-10-18 08:30:31.448136 UTC,1,269.8333333,48.66666667,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10007,1001890,205030800000799,2023-09-19 15:32:00.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 15:32:46.000000 UTC,6,2023-09-19 15:32:58.000000 UTC,en,2023-10-18 08:30:51.131600 UTC,1,269.8333333,47.33333333,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10007,1001890,205030800000805,2023-09-19 16:09:58.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:30:00.000000 UTC,2023-09-19 16:10:31.000000 UTC,6,2023-09-19 16:10:42.000000 UTC,en,2023-10-18 08:30:52.975831 UTC,1,269.8333333,48.66666667,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10007,1001890,205030800000801,2023-09-19 15:35:08.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 15:35:37.000000 UTC,6,2023-09-19 15:35:48.000000 UTC,en,2023-10-18 08:30:52.916284 UTC,1,270.8333333,45.5,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10516,1001478,205030800000801,2023-09-19 15:35:08.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 15:35:37.000000 UTC,6,2023-09-19 15:35:48.000000 UTC,en,2023-10-18 08:30:32.217256 UTC,1,270.8333333,45.5,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10007,1001870,205030800000801,2023-09-19 15:35:08.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 15:35:37.000000 UTC,6,2023-09-19 15:35:48.000000 UTC,en,2023-10-18 08:32:05.991618 UTC,1,270.8333333,45.5,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10007,1001890,205030800000804,2023-09-19 16:07:42.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 16:08:37.000000 UTC,6,2023-09-19 16:08:48.000000 UTC,en,2023-10-18 08:30:52.373819 UTC,1,271.8333333,47.66666667,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10516,1001478,205030800000804,2023-09-19 16:07:42.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 16:08:37.000000 UTC,6,2023-09-19 16:08:48.000000 UTC,en,2023-10-18 08:30:31.397413 UTC,1,271.8333333,47.66666667,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10007,1001870,205030800000804,2023-09-19 16:07:42.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:59.000000 UTC,2023-09-19 16:08:37.000000 UTC,6,2023-09-19 16:08:48.000000 UTC,en,2023-10-18 08:32:05.430696 UTC,1,271.8333333,47.66666667,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10007,1001890,205030800000798,2023-09-19 14:49:41.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:58.000000 UTC,2023-09-19 14:55:03.000000 UTC,6,2023-09-19 14:51:06.000000 UTC,en,2023-10-18 08:30:50.865999 UTC,1,269.6666667,46.33333333,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10007,1001870,205030800000798,2023-09-19 14:49:41.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:58.000000 UTC,2023-09-19 14:55:03.000000 UTC,6,2023-09-19 14:51:06.000000 UTC,en,2023-10-18 08:32:03.813324 UTC,1,269.6666667,46.33333333,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10516,1001478,205030800000798,2023-09-19 14:49:41.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:29:58.000000 UTC,2023-09-19 14:55:03.000000 UTC,6,2023-09-19 14:51:06.000000 UTC,en,2023-10-18 08:30:29.648646 UTC,1,269.6666667,46.33333333,0,4,NEGATIVE,TRUE,5246584,,,,34083,
10516,1001478,205030800000806,2023-09-19 16:11:32.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:30:00.000000 UTC,2023-09-19 16:12:00.000000 UTC,6,2023-09-19 16:12:10.000000 UTC,en,2023-10-18 08:30:30.059404 UTC,1,271.6666667,47.33333333,0,4,POSITIVE,TRUE,5246584,,,,34083,
10007,1001890,205030800000806,2023-09-19 16:11:32.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:30:00.000000 UTC,2023-09-19 16:12:00.000000 UTC,6,2023-09-19 16:12:10.000000 UTC,en,2023-10-18 08:30:51.210717 UTC,1,271.6666667,47.33333333,0,4,POSITIVE,TRUE,5246584,,,,34083,
10007,1001870,205030800000806,2023-09-19 16:11:32.000000 UTC,2023-09-19,conversation,34083,2023-10-18 06:30:00.000000 UTC,2023-09-19 16:12:00.000000 UTC,6,2023-09-19 16:12:10.000000 UTC,en,2023-10-18 08:32:04.362800 UTC,1,271.6666667,47.33333333,0,4,POSITIVE,TRUE,5246584,,,,34083,
10007,1001883,149309300372458,2023-09-19 16:58:31.000000 UTC,2023-09-19,conversation,25585,2023-09-29 07:05:41.000000 UTC,2023-09-29 07:04:46.000000 UTC,36,2023-09-29 07:05:41.000000 UTC,en,2023-09-29 07:50:43.641691 UTC,3,78.91176471,15.55882353,2,33,NEGATIVE,TRUE,5826441,13,396375,396375,25585,
10007,10195,149309300372458,2023-09-19 16:58:31.000000 UTC,2023-09-19,conversation,25585,2023-09-29 07:05:41.000000 UTC,2023-09-29 07:04:46.000000 UTC,36,2023-09-29 07:05:41.000000 UTC,en,2023-09-29 07:20:28.833291 UTC,3,78.91176471,15.55882353,2,33,NEGATIVE,TRUE,5826441,13,396375,396375,25585,
10007,1001883,149309300372445,2023-09-19 14:47:48.000000 UTC,2023-09-19,conversation,25585,2023-10-25 17:34:44.000000 UTC,2023-09-19 14:58:32.000000 UTC,87,2023-10-25 17:33:55.000000 UTC,en,2023-10-25 17:40:35.248759 UTC,3,100.5441176,18.66176471,19,67,NEGATIVE,FALSE,5826441,8,416,644,25585,
10007,10195,149309300372445,2023-09-19 14:47:48.000000 UTC,2023-09-19,conversation,25585,2023-10-25 17:34:44.000000 UTC,2023-09-19 14:58:32.000000 UTC,87,2023-10-25 17:33:55.000000 UTC,en,2023-10-25 18:30:26.320125 UTC,3,100.5441176,18.66176471,19,67,NEGATIVE,FALSE,5826441,8,416,644,25585,
10007,1001883,149309300369628,2023-09-19 10:26:16.000000 UTC,2023-09-19,conversation,36530,2023-09-22 12:03:34.000000 UTC,2023-09-22 12:03:22.000000 UTC,27,2023-09-22 12:03:34.000000 UTC,en,2023-09-22 13:00:44.808033 UTC,1,204.08,39.36,2,24,NEGATIVE,TRUE,6547026,37,167826,167826,36530,
10007,10195,149309300369628,2023-09-19 10:26:16.000000 UTC,2023-09-19,conversation,36530,2023-09-22 12:03:34.000000 UTC,2023-09-22 12:03:22.000000 UTC,27,2023-09-22 12:03:34.000000 UTC,en,2023-09-22 12:50:35.134422 UTC,1,204.08,39.36,2,24,NEGATIVE,TRUE,6547026,37,167826,167826,36530,
10007,10195,149309300333185,2023-04-24 09:23:30.000000 UTC,2023-04-24,conversation,22304,2023-04-24 10:08:34.000000 UTC,2023-04-24 09:59:07.000000 UTC,13,2023-04-24 10:08:34.000000 UTC,en,2023-04-24 11:50:21.714723 UTC,1,54.36363636,9.909090909,2,10,NEGATIVE,TRUE,5103352,,,,22304,
10007,10195,149309300333150,2023-04-24 01:19:52.000000 UTC,2023-04-24,conversation,25585,2023-05-08 05:51:15.000000 UTC,2023-05-08 05:51:03.000000 UTC,33,2023-05-08 05:51:15.000000 UTC,en,2023-05-08 08:20:12.209706 UTC,2,165,31.08695652,10,21,NEGATIVE,TRUE,5826441,,,,25585,
10007,10195,149309300333219,2023-04-24 14:34:57.000000 UTC,2023-04-24,conversation,25585,2023-04-27 08:30:52.000000 UTC,2023-04-27 08:30:40.000000 UTC,26,2023-04-27 08:30:52.000000 UTC,en,2023-04-27 09:30:35.741406 UTC,1,68.08333333,12.45833333,2,22,NEGATIVE,TRUE,5826441,,,,25585,
10007,10195,149309300333172,2023-04-24 08:30:04.000000 UTC,2023-04-24,conversation,22304,2023-04-24 08:58:25.000000 UTC,2023-04-24 08:58:13.000000 UTC,37,2023-04-24 08:58:25.000000 UTC,es,2023-04-24 11:50:13.137728 UTC,1,83.83333333,16.55555556,1,35,NEGATIVE,TRUE,5103352,,,,22304,
10007,10195,149309300333230,2023-04-24 16:32:28.000000 UTC,2023-04-24,conversation,25585,2023-04-24 19:47:34.000000 UTC,2023-04-24 19:47:34.000000 UTC,64,2023-04-24 19:46:19.000000 UTC,en,2023-04-24 21:20:23.045163 UTC,1,83.91935484,15.48387097,2,60,NEGATIVE,TRUE,5826441,,,,25585,
10007,10195,149309300344462,2023-07-06 00:17:03.000000 UTC,2023-07-06,conversation,22304,2023-07-13 10:24:41.000000 UTC,2023-07-13 10:24:29.000000 UTC,49,2023-07-13 10:24:41.000000 UTC,en,2023-07-13 11:00:22.394150 UTC,2,69.74468085,13.22916667,1,41,NEGATIVE,TRUE,5826441,317,282269,282269,25585,
10007,10195,149309300344491,2023-07-06 10:44:16.000000 UTC,2023-07-06,conversation,36530,2023-07-24 09:40:16.000000 UTC,2023-07-24 09:40:16.000000 UTC,64,2023-07-24 09:40:14.000000 UTC,en,2023-07-24 11:20:20.701630 UTC,2,75.58333333,14.81666667,4,59,NEGATIVE,TRUE,6547026,21,215096,600960,36530,
10007,10195,149309300344533,2023-07-06 19:58:10.000000 UTC,2023-07-06,conversation,10155,2023-09-28 14:43:34.000000 UTC,2023-09-25 08:03:58.000000 UTC,83,2023-09-28 14:43:34.000000 UTC,en,2023-09-28 16:10:33.166899 UTC,1,94.89655172,17.62068966,25,58,NEGATIVE,TRUE,5826441,32,3035148,3035148,25585,
10007,1001883,149309300344533,2023-07-06 19:58:10.000000 UTC,2023-07-06,conversation,10155,2023-09-28 14:43:34.000000 UTC,2023-09-25 08:03:58.000000 UTC,83,2023-09-28 14:43:34.000000 UTC,en,2023-09-28 16:40:41.233152 UTC,1,94.89655172,17.62068966,25,58,NEGATIVE,TRUE,5826441,32,3035148,3035148,25585,
10007,10195,149309300363111,2023-08-15 17:28:41.000000 UTC,2023-08-15,conversation,25585,2023-09-01 10:19:53.000000 UTC,2023-09-01 10:19:35.000000 UTC,28,2023-09-01 10:19:53.000000 UTC,en,2023-09-01 11:20:24.951879 UTC,2,98.4,18.8,3,23,NEGATIVE,TRUE,5826441,4106,676253,676253,25585,
10007,1001883,149309300363111,2023-08-15 17:28:41.000000 UTC,2023-08-15,conversation,25585,2023-09-01 10:19:53.000000 UTC,2023-09-01 10:19:35.000000 UTC,28,2023-09-01 10:19:53.000000 UTC,en,2023-09-01 10:40:52.159009 UTC,2,98.4,18.8,3,23,NEGATIVE,TRUE,5826441,4106,676253,676253,25585,
10007,10195,149309300362576,2023-08-15 06:57:02.000000 UTC,2023-08-15,conversation,36530,2023-08-24 09:05:12.000000 UTC,2023-08-24 09:05:12.000000 UTC,71,2023-08-24 09:05:10.000000 UTC,de,2023-08-24 10:30:20.459031 UTC,2,125.9384615,23,5,56,NEGATIVE,TRUE,6547026,607,18236,385512,36530,
10007,1001883,149309300362576,2023-08-15 06:57:02.000000 UTC,2023-08-15,conversation,36530,2023-08-24 09:05:12.000000 UTC,2023-08-24 09:05:12.000000 UTC,71,2023-08-24 09:05:10.000000 UTC,de,2023-08-24 09:50:49.339863 UTC,2,125.9384615,23,5,56,NEGATIVE,TRUE,6547026,607,18236,385512,36530,
10007,10195,149309300311349,2023-02-06 17:05:39.000000 UTC,2023-02-06,conversation,25585,2023-05-11 13:55:12.000000 UTC,2023-05-11 13:55:12.000000 UTC,37,2023-05-11 13:55:07.000000 UTC,en,2023-05-11 17:00:25.488062 UTC,2,151.2380952,28,16,19,NEGATIVE,TRUE,5826441,,,,25585,
10007,10195,149309300311036,2023-02-06 12:06:17.000000 UTC,2023-02-06,conversation,22304,2023-04-20 08:10:25.000000 UTC,2023-04-20 08:10:25.000000 UTC,58,2023-04-20 08:10:24.000000 UTC,sv,2023-04-20 13:32:33.492191 UTC,3,75.19565217,14.7173913,12,45,NEGATIVE,TRUE,3565392,,,,10155,
10007,10195,149309300298502,2023-01-09 16:24:14.000000 UTC,2023-01-09,conversation,25585,2023-01-20 15:36:57.000000 UTC,2023-01-20 15:36:46.000000 UTC,39,2023-01-20 15:36:57.000000 UTC,en,2023-01-20 16:00:38.592832 UTC,1,54.67567568,10.21621622,2,35,NEGATIVE,TRUE,5826441,,,,25585,
10007,10195,149309300298498,2023-01-09 16:10:51.000000 UTC,2023-01-09,conversation,25585,2023-01-11 16:41:06.000000 UTC,2023-01-11 16:40:53.000000 UTC,36,2023-01-11 16:41:06.000000 UTC,en,2023-01-11 19:50:16.690900 UTC,1,135.4482759,23.68965517,7,28,NEGATIVE,TRUE,5826441,,,,25585,
